id_ingrediente,energia_kcal,agua_g,alcohol_g,proteinas_g,hidratos_carbono_g,almidon_g,azucares_sencillos_g,azucares_libres_g,fibra_vegetal_g,grasa_total_g,ags_g,agm_g,agp_g,colesterol_mg,vitamina_a_eq_retinol_ug,retinol_ug,carotenoides_eq_beta_caroteno_ug,vit_d_ug,vit_e_eq_alpha_tocoferol_mg,vit_k_ug,vitamina_b1_mg,vitamina_b2_mg,eq_niacina_mg,vit_b6_mg,eq_folato_dietetico_ug,vit_b12_ug,pantotenico_mg,biotina_ug,vit_c_mg,calcio_mg,fosforo_mg,hierro_mg,iodo_ug,cinc_mg,magnesio_mg,sodio_mg,potasio_mg,manganeso_mg,cobre_mg,selenio_ug,omega3_g,tipo_omega3,grasas_trans_g,polifenoles_mg,probioticos_billones_ufc
63,307.0,10.4,0.0,26.1,33.3,30.8,2.5,0.0,25.0,2.1,0.3,0.3,1.1,0.0,5.3,0.0,32.0,0.0,0.09,19.0,0.5,0.26,6.9,0.37,423.0,0.0,0.98,0.0,4.0,100.0,590.0,5.5,2.0,3.1,190.0,11.0,1090.0,1.6,0.82,8.2,0.03,ALA,0.0,50.0,0.0
64,300.0,3.6,0.0,4.6,49.1,0.0,49.1,0.0,39.8,0.65,0.09,0.02,0.22,0.0,1.3,0.0,8.0,0.0,0.63,0.0,0.053,0.46,1.9,0.37,21.0,0.0,0.0,0.0,0.2,348.0,79.0,2.9,0.0,0.092,54.0,35.0,827.0,0.0,0.0,5.3,0.0,N/A,0.0,400.0,0.0
65,284.0,15.5,0.0,21.1,34.7,32.7,2.0,0.0,23.2,1.6,0.43,0.14,0.69,0.0,67.0,0.0,400.0,0.0,0.21,19.0,0.5,0.12,5.3,0.41,388.0,0.0,0.87,0.0,2.5,113.0,426.0,6.2,1.8,2.6,140.0,15.0,1337.0,1.6,0.98,12.8,0.18,ALA,0.0,105.5,0.0
66,292.0,11.8,0.0,23.6,35.1,32.9,2.2,0.0,24.9,0.83,0.12,0.064,0.46,0.0,67.0,0.0,400.0,0.0,0.22,19.0,0.53,0.22,6.8,0.4,394.0,0.0,0.78,0.0,4.5,143.0,407.0,8.2,2.0,2.8,140.0,24.0,1406.0,1.0,0.96,3.2,0.15,ALA,0.0,325.3,0.0
67,305.0,14.8,0.0,23.2,40.6,39.5,1.1,0.0,17.0,1.7,0.23,0.3,0.84,0.0,10.0,0.0,60.0,0.0,1.8,123.0,0.47,0.22,6.6,0.7,168.0,0.0,1.6,0.0,3.4,70.0,411.0,8.2,1.5,3.1,129.0,24.0,837.0,1.5,0.74,9.9,0.11,ALA,0.0,120.0,0.0
68,373.0,14.0,0.0,34.7,6.3,0.62,5.7,0.0,22.0,18.3,2.4,4.1,10.7,0.0,63.4,0.0,380.0,0.0,1.5,47.0,0.61,0.27,7.9,1.0,240.0,0.0,1.9,60.0,3.0,201.0,550.0,6.6,6.3,4.2,220.0,4.7,1799.0,2.7,1.2,17.8,1.33,ALA,0.0,150.0,0.0
69,21.4,94.6,0.0,3.4,0.07,0.0,0.07,0.0,1.5,0.5,0.066,0.009,0.2,0.0,0.0,0.0,0.0,0.0,0.12,14.0,0.02,0.19,2.9,0.06,8.0,0.0,0.8,8.4,1.7,19.0,69.0,0.8,2.0,0.3,15.0,308.0,121.0,0.05,0.13,8.8,0.0,N/A,0.0,10.0,0.0
70,34.0,92.1,0.0,4.3,0.54,0.0,0.54,0.0,1.9,1.2,0.2,0.06,0.71,0.0,0.0,0.0,0.0,0.0,0.13,14.0,0.1,0.31,5.3,0.09,23.0,0.0,2.1,16.0,4.0,10.8,125.0,1.0,15.7,0.46,12.2,7.9,390.0,0.077,0.37,7.0,0.0,N/A,0.0,15.0,0.0
71,114.0,70.5,0.0,1.6,24.1,19.5,4.6,0.0,3.1,0.6,0.23,0.04,0.2,0.0,1581.0,0.0,9488.0,0.0,4.6,1.8,0.17,0.06,0.97,0.27,17.0,0.0,0.59,4.3,25.0,22.0,50.0,0.66,2.4,0.39,18.0,19.0,300.0,0.24,0.13,1.0,0.01,ALA,0.0,440.0,0.0
72,375.0,3.8,0.0,6.9,83.1,79.6,3.5,0.0,5.9,0.34,0.09,0.008,0.15,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.23,0.051,3.5,0.77,25.0,0.0,0.0,0.0,3.8,65.0,168.0,1.4,0.0,0.54,65.0,55.0,1001.0,0.0,0.0,1.1,0.0,N/A,0.0,0.0,0.0
73,382.0,4.6,0.0,0.5,94.3,94.3,0.0,0.0,0.4,0.2,0.05,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,11.0,20.0,1.0,0.0,0.0,3.0,4.0,20.0,0.0,0.0,0.8,0.0,N/A,0.0,0.0,0.0
74,31.8,90.6,0.0,1.0,4.7,0.69,4.0,0.0,3.5,0.22,0.052,0.015,0.088,0.0,12.0,0.0,72.0,0.0,0.0,0.1,0.04,0.051,0.68,0.08,20.0,0.0,0.2,2.0,20.0,45.0,41.0,0.38,2.0,0.23,14.0,58.0,269.0,0.068,0.056,1.0,0.01,ALA,0.0,45.0,0.0
75,73.6,80.7,0.0,2.3,14.8,14.1,0.7,0.0,2.1,0.11,0.026,0.002,0.056,0.0,0.17,0.0,1.0,0.0,0.053,2.1,0.11,0.047,1.7,0.31,22.0,0.0,0.4,0.4,17.0,6.4,50.0,0.43,2.6,0.34,21.0,2.7,418.0,0.15,0.091,1.5,0.01,ALA,0.0,25.0,0.0
76,17.3,95.0,0.0,1.1,2.1,0.0,2.1,0.0,1.6,0.14,0.033,0.017,0.055,0.0,3.8,0.0,23.0,0.0,0.001,1.3,0.033,0.03,0.52,0.06,24.0,0.0,0.18,0.0,29.0,26.0,18.0,0.44,1.2,0.19,9.4,21.0,241.0,0.049,0.026,2.0,0.01,ALA,0.0,35.0,0.0
77,46.1,87.3,0.0,1.6,8.4,0.0,8.4,0.0,2.6,0.1,0.018,0.0099,0.049,0.0,1.8,0.0,11.0,0.0,0.047,0.2,0.022,0.042,0.32,0.05,83.0,0.0,0.13,0.0,10.0,17.0,45.0,0.91,0.4,0.36,21.0,58.0,407.0,0.24,0.084,0.62,0.02,ALA,0.0,150.0,0.0
78,345.0,13.9,0.0,0.58,84.9,84.9,0.0,0.0,0.4,0.2,0.05,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.1,0.15,0.008,0.0,0.0,0.14,0.0,0.0,12.0,12.0,1.0,0.0,0.12,3.0,4.0,20.0,0.11,0.07,0.8,0.0,N/A,0.0,0.0,0.0
79,164.0,58.4,0.0,1.4,38.1,36.4,1.7,0.0,1.8,0.3,0.07,0.08,0.05,0.0,1.3,0.0,8.0,0.0,0.19,0.0,0.09,0.05,0.85,0.09,27.0,0.0,0.0,0.0,21.0,16.0,27.0,0.3,0.0,0.3,21.0,14.0,271.0,0.0,0.0,0.7,0.01,ALA,0.0,15.0,0.0
80,39.8,89.1,0.0,1.3,6.9,0.0,6.9,0.0,2.6,0.2,0.039,0.0032,0.12,0.0,1455.0,0.0,8731.0,0.0,0.55,15.0,0.06,0.05,0.77,0.14,13.9,0.0,0.27,5.0,6.5,27.2,35.0,0.47,6.5,0.28,11.2,61.0,321.0,0.18,0.05,1.3,0.0,N/A,0.0,45.0,0.0
81,37.7,89.1,0.0,2.6,3.9,0.9,3.0,0.0,3.9,0.43,0.099,0.012,0.18,0.0,8.0,0.0,48.0,0.0,0.19,14.0,0.058,0.14,0.86,0.082,126.0,0.0,0.19,0.0,5.3,19.0,58.0,0.5,1.0,0.32,27.0,47.0,248.0,0.24,0.054,0.2,0.01,ALA,0.0,250.0,0.0
82,32.4,91.4,0.0,3.1,1.2,0.36,0.87,0.0,3.1,1.0,0.3,0.1,0.4,0.0,716.0,0.0,4298.0,0.0,1.6,377.0,0.07,0.19,1.9,1.9,140.0,0.0,0.21,0.1,8.5,181.0,48.0,2.1,2.8,0.54,66.2,16.0,340.0,0.2,0.09,0.7,0.1,ALA,0.0,90.0,0.0
83,74.0,79.9,0.0,6.0,9.5,4.1,5.4,0.0,4.2,0.4,0.15,0.13,0.05,0.0,67.5,0.0,405.0,0.0,0.18,23.5,0.26,0.09,2.5,0.09,47.0,0.0,0.14,0.4,12.0,35.0,99.0,1.6,2.0,0.7,21.0,2.0,150.0,0.3,0.03,0.88,0.03,ALA,0.0,30.0,0.0
84,36.5,90.4,0.0,1.9,3.6,1.5,2.1,0.0,3.2,0.9,0.3,0.1,0.4,0.0,19.7,0.0,118.0,0.0,0.12,47.0,0.06,0.1,0.89,0.15,63.9,0.0,0.07,0.0,9.8,46.6,33.0,0.59,0.5,0.24,19.6,8.0,160.0,0.2,0.05,1.2,0.03,ALA,0.0,35.0,0.0
85,18.8,95.1,0.0,1.9,1.5,0.0,1.5,0.0,1.2,0.31,0.071,0.01,0.14,0.0,46.3,0.0,278.0,0.0,0.4,40.0,0.03,0.04,0.94,0.05,29.8,0.0,0.13,1.7,6.8,22.6,50.0,0.74,2.1,0.38,9.6,348.0,220.0,0.11,0.086,0.7,0.01,ALA,0.0,25.0,0.0
86,27.8,92.9,0.0,3.1,2.3,1.8,0.5,0.0,1.3,0.4,0.1,0.0,0.1,0.0,13.7,0.0,82.3,0.0,16.7,290.0,0.03,0.03,2.1,0.03,47.6,0.0,0.21,0.1,9.6,146.0,30.0,2.8,5.4,0.52,39.3,255.0,213.0,0.5,0.01,0.7,0.08,ALA,0.0,70.0,0.0
87,88.9,76.4,0.0,5.3,12.4,9.9,2.5,0.0,5.0,0.9,0.2,0.1,0.4,0.0,75.0,0.0,450.0,0.0,0.22,26.0,0.09,0.07,2.1,0.06,20.0,0.0,0.04,0.0,1.0,30.0,81.0,1.9,1.7,0.6,20.0,268.0,130.0,0.2,0.02,0.7,0.02,ALA,0.0,20.0,0.0
88,15.1,95.6,0.0,1.2,1.6,0.53,1.1,0.0,1.5,0.1,0.023,0.004,0.052,0.0,33.3,0.0,200.0,0.0,0.05,47.0,0.07,0.04,0.55,0.03,13.0,0.0,0.09,0.0,4.3,34.0,24.0,1.3,1.4,0.2,20.0,328.0,143.0,0.17,0.23,0.9,0.02,ALA,0.0,25.0,0.0
89,43.2,89.2,0.0,2.8,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.07,0.09,0.82,0.1,28.0,0.0,0.13,0.0,7.0,44.0,71.0,0.4,0.0,0.0,23.0,620.0,163.0,1.4,0.13,0.7,0.01,ALA,0.0,15.0,0.0
90,32.2,91.7,0.0,1.2,5.2,0.1,5.1,0.0,1.5,0.4,0.1,0.013,0.2,0.0,630.0,0.0,3780.0,0.0,0.9,5.1,0.01,0.03,1.1,0.31,11.0,0.0,0.06,0.0,81.0,9.0,26.0,0.3,0.4,0.2,14.0,314.0,180.0,0.1,0.01,0.3,0.01,ALA,0.0,50.0,0.0
91,29.4,91.7,0.0,1.2,4.5,1.6,2.9,0.0,1.5,0.4,0.1,0.013,0.2,0.0,630.0,0.0,3780.0,0.0,0.9,5.1,0.01,0.03,1.1,0.31,11.0,0.0,0.06,0.0,81.0,9.0,26.0,0.3,0.4,0.2,14.0,288.0,180.0,0.1,0.01,0.3,0.01,ALA,0.0,45.0,0.0
92,33.0,91.7,0.0,1.2,5.4,1.6,3.8,0.0,1.5,0.4,0.1,0.013,0.2,0.0,630.0,0.0,3780.0,0.0,0.9,5.1,0.01,0.03,1.1,0.31,11.0,0.0,0.06,0.0,81.0,9.0,26.0,0.3,0.4,0.2,14.0,260.0,180.0,0.1,0.01,0.3,0.01,ALA,0.0,60.0,0.0
93,38.1,90.0,0.0,1.2,5.4,4.1,1.3,0.0,2.7,0.7,0.1,0.003,0.4,0.0,95.8,0.0,575.0,0.0,0.78,47.0,0.02,0.02,0.55,0.05,40.0,0.0,0.1,1.0,7.0,20.0,32.0,0.7,5.4,0.2,2.0,6.0,150.0,0.2,0.02,1.0,0.01,ALA,0.0,30.0,0.0
94,29.8,92.2,0.0,1.9,4.5,3.5,1.0,0.0,1.2,0.2,0.03,0.04,0.07,0.0,227.0,0.0,1360.0,0.0,0.03,200.0,0.05,0.05,1.1,0.11,128.0,0.0,0.17,0.0,18.9,105.0,40.0,3.3,39.1,0.03,76.0,150.0,380.0,0.37,0.077,0.9,0.01,ALA,0.0,33.5,0.0
95,119.0,70.0,0.0,4.3,24.3,21.8,2.2,0.0,1.2,0.23,0.05,0.03,0.1,0.0,0.0,0.0,5.0,0.0,0.011,1.4,0.16,0.02,1.0,0.32,4.8,0.0,0.6,0.0,14.0,17.8,134.0,1.2,4.7,1.1,24.1,19.0,446.0,0.46,0.15,2.0,0.02,ALA,0.0,143.0,0.0
96,43.9,83.8,0.0,2.4,2.9,0.0,2.9,0.0,10.8,0.12,0.028,0.004,0.05,0.0,7.8,0.0,47.0,0.0,0.19,14.0,0.14,0.12,0.9,0.09,47.0,0.0,0.34,0.0,7.6,53.0,130.0,1.5,1.0,0.1,26.0,47.0,353.0,0.38,0.32,0.7,0.01,ALA,0.0,320.0,0.0
97,19.4,94.7,0.0,1.2,2.5,0.0,2.5,0.0,1.4,0.2,0.053,0.04,0.099,0.0,8.3,0.0,50.0,0.0,0.2,12.0,0.048,0.076,0.48,0.09,16.0,0.0,0.43,0.1,7.0,41.0,21.0,0.4,0.98,0.14,12.0,100.0,320.0,0.1,0.038,3.0,0.01,ALA,0.0,50.0,0.0
98,21.4,93.7,0.0,1.3,2.4,0.19,2.2,0.0,2.5,0.18,0.034,0.016,0.076,0.0,8.4,0.0,50.6,0.0,0.03,3.5,0.038,0.045,0.75,0.075,23.2,0.0,0.23,0.0,5.9,16.4,21.0,0.4,1.4,0.22,10.8,3.0,210.0,0.11,0.09,1.0,0.01,ALA,0.0,65.0,0.0
99,20.1,94.6,0.0,1.6,2.0,0.0,2.0,0.0,1.5,0.3,0.081,0.024,0.11,0.0,987.0,0.0,5919.0,0.0,1.5,542.0,0.085,0.17,0.73,0.23,214.0,0.0,0.31,0.4,96.0,180.0,64.0,3.1,12.0,0.7,34.0,12.0,276.0,0.6,0.01,0.9,0.01,ALA,0.0,45.0,0.0
100,25.9,94.4,0.0,1.8,3.1,0.0,0.0,0.0,0.0,0.7,0.17,0.21,0.11,0.0,210.0,0.0,35.0,13.0,0.0,0.0,0.06,0.15,0.0,0.084,13.0,0.0,0.041,0.0,35.0,93.0,53.0,3.3,0.0,0.2,52.0,80.0,470.0,0.35,0.13,0.9,0.02,ALA,0.0,35.0,0.0
101,33.0,90.6,0.0,3.6,2.7,0.0,2.7,0.0,3.0,0.2,0.031,0.014,0.095,0.0,71.1,0.0,427.0,0.0,0.62,154.0,0.09,0.18,1.5,0.28,114.0,0.0,0.9,0.5,100.0,58.0,65.0,0.86,15.0,0.49,19.0,22.0,279.0,0.45,0.056,0.7,0.02,ALA,0.0,95.0,0.0
102,23.3,94.0,0.0,1.9,2.0,0.08,1.9,0.0,1.6,0.5,0.1,0.1,0.1,0.0,47.8,0.0,287.0,0.0,0.06,4.3,0.09,0.07,0.71,0.07,33.1,0.0,0.16,0.0,13.8,21.5,45.0,0.67,2.0,0.24,12.9,1.0,230.0,0.1,0.02,1.0,0.01,ALA,0.0,30.0,0.0
103,28.4,92.0,0.0,1.1,4.6,0.7,3.9,0.0,2.2,0.13,0.068,0.017,0.007,0.0,128.0,0.0,766.0,0.0,1.1,1.1,0.047,0.067,0.35,0.11,36.0,0.0,0.4,0.4,12.0,22.0,44.0,0.8,1.4,0.2,8.0,3.1,304.0,0.066,0.08,0.3,0.01,ALA,0.0,40.0,0.0
104,31.9,91.5,0.0,1.2,5.3,0.0,5.3,0.0,1.8,0.25,0.094,0.0,0.11,0.0,0.17,0.0,1.0,0.0,0.45,0.7,0.03,0.03,0.72,0.13,7.0,0.0,0.11,3.5,6.9,25.4,33.0,0.27,8.9,0.26,4.2,3.0,162.0,0.13,0.05,1.5,0.01,ALA,0.0,75.0,0.0
105,37.0,90.3,0.0,1.0,6.4,1.8,4.6,0.0,1.9,0.4,0.1,0.0,0.2,0.0,95.3,0.0,572.0,0.0,0.8,0.0,0.12,0.15,2.5,0.0,0.0,0.0,0.08,0.0,225.0,16.0,39.0,1.0,1.0,0.3,21.0,12.0,440.0,0.0,0.01,0.0001,0.02,ALA,0.0,115.0,0.0
106,20.1,94.4,0.0,0.8,2.6,0.93,1.7,0.0,1.9,0.3,0.1,0.0,0.2,0.0,37.0,0.0,222.0,0.0,0.8,0.0,0.07,0.08,1.6,0.0,0.0,0.0,0.08,0.0,120.0,30.0,80.0,1.2,1.0,0.4,24.0,7.0,220.0,0.0,0.02,0.0,0.02,ALA,0.0,110.0,0.0
107,70.1,81.7,0.0,1.8,11.1,5.6,5.4,0.0,4.3,1.1,0.2,0.5,0.2,0.0,5.0,0.0,30.0,0.0,1.0,0.0,0.023,0.01,1.0,0.11,87.0,0.0,0.0,0.0,17.0,41.0,74.0,0.6,0.0,0.3,23.0,10.0,450.0,0.0,0.0,0.0,0.01,ALA,0.0,25.0,0.0
108,30.2,90.6,0.0,1.4,4.2,0.03,4.1,0.0,3.0,0.2,0.038,0.0041,0.11,0.0,12.0,0.0,69.0,0.0,1.7,70.0,0.043,0.045,0.73,0.19,31.0,0.0,0.21,3.1,48.0,45.0,36.0,0.41,3.0,0.22,14.0,12.0,255.0,0.2,0.033,2.5,0.03,ALA,0.0,60.0,0.0
109,42.7,87.5,0.0,4.4,3.3,0.49,2.8,0.0,4.4,0.34,0.047,0.007,0.24,0.0,12.8,0.0,77.0,0.0,0.56,236.0,0.13,0.13,1.0,0.34,101.0,0.0,1.0,0.4,112.0,33.0,84.0,1.0,0.7,0.54,22.0,9.2,451.0,0.3,0.065,0.6,0.09,ALA,0.0,110.0,0.0
110,43.7,88.1,0.0,4.3,2.5,0.0,2.5,0.0,4.2,0.9,0.11,0.017,0.49,0.0,867.0,0.0,5200.0,0.0,1.7,817.0,0.1,0.25,2.1,0.25,187.0,0.0,0.09,0.5,105.0,212.0,87.0,1.9,4.5,0.33,31.0,35.0,451.0,0.55,0.056,1.4,0.18,ALA,0.0,250.0,0.0
111,27.5,92.0,0.0,2.4,2.4,0.29,2.1,0.0,2.9,0.28,0.042,0.006,0.14,0.0,0.33,0.0,2.0,0.0,0.21,57.0,0.088,0.092,1.3,0.24,72.5,0.0,0.6,1.5,58.8,19.3,52.0,0.84,5.9,0.32,15.9,13.0,296.0,0.18,0.045,0.93,0.04,ALA,0.0,45.0,0.0
112,17.4,94.6,0.0,1.6,1.0,0.0,1.0,0.0,2.6,0.2,0.0,0.0,0.1,0.0,94.0,0.0,0.0,0.0,0.6,200.0,0.06,0.09,0.6,0.05,110.0,0.0,0.11,0.0,10.0,55.0,37.0,1.0,3.0,0.2,13.0,14.0,327.0,0.3,0.01,1.0,0.01,ALA,0.0,55.0,0.0
113,20.7,93.9,0.0,2.6,0.61,0.14,0.47,0.0,2.6,0.3,0.03,0.015,0.16,0.0,542.0,0.0,3254.0,0.0,1.4,307.0,0.092,0.2,1.4,0.22,145.0,0.0,0.25,6.9,40.0,117.0,46.0,2.7,12.0,0.6,60.0,69.0,554.0,0.64,0.097,0.8,0.14,ALA,0.0,120.0,0.0
114,90.7,76.0,0.0,6.9,11.3,10.1,1.2,0.0,4.9,0.9,0.1,0.1,0.5,0.0,60.5,0.0,363.0,0.0,0.23,29.0,0.29,0.16,4.1,0.17,75.3,0.0,0.45,5.3,21.9,25.4,113.0,1.9,4.0,0.7,32.3,2.0,247.0,0.35,0.25,0.89,0.04,ALA,0.0,40.0,0.0
115,50.4,85.1,0.0,5.4,4.2,3.8,0.4,0.0,5.1,0.2,0.03,0.04,0.09,0.0,18.0,0.0,0.0,0.0,0.46,43.0,0.2,0.1,4.1,0.06,145.0,0.0,0.09,0.0,24.0,23.0,98.0,1.8,4.0,0.9,28.0,18.0,210.0,0.22,0.08,1.4,0.02,ALA,0.0,50.0,0.0
116,36.4,90.4,0.0,2.4,4.2,2.0,2.2,0.0,2.4,0.58,0.07,0.06,0.23,0.0,30.6,0.0,184.0,0.0,0.28,43.0,0.06,0.1,1.5,0.22,62.3,0.0,0.09,7.0,23.4,51.7,37.0,1.0,3.6,0.23,22.2,1.5,238.0,0.22,0.08,1.4,0.04,ALA,0.0,45.0,0.0
117,19.6,95.1,0.0,1.4,1.4,0.036,1.4,0.0,1.5,0.6,0.12,0.0062,0.37,0.0,29.2,0.0,175.0,0.0,0.6,113.0,0.06,0.07,0.8,0.06,33.6,0.0,0.11,1.9,13.0,34.7,28.0,1.0,3.0,0.23,8.7,3.0,220.0,0.3,0.01,1.0,0.01,ALA,0.0,25.0,0.0
118,26.6,92.3,0.0,1.5,3.5,0.072,3.5,0.0,2.5,0.18,0.036,0.006,0.098,0.0,2.5,0.0,15.0,0.0,1.7,25.0,0.063,0.044,0.5,0.15,35.0,0.0,0.32,2.0,57.0,52.0,36.0,0.44,2.9,0.24,13.0,10.0,250.0,0.16,0.041,0.92,0.03,ALA,0.0,180.0,0.0
119,23.6,93.1,0.0,1.3,3.3,2.1,1.2,0.0,2.2,0.09,0.016,0.018,0.05,0.0,45.7,0.0,274.0,0.0,0.0,5.3,0.012,0.041,0.41,0.07,3.0,0.0,0.17,0.0,9.3,164.0,16.0,0.59,0.0,0.25,52.0,21.0,257.0,0.46,0.052,0.7,0.01,ALA,0.0,218.8,0.0
120,13.3,96.6,0.0,0.63,1.9,0.08,1.8,0.0,0.7,0.2,0.069,0.008,0.088,0.0,28.2,0.0,169.0,0.0,0.39,13.0,0.04,0.03,0.36,0.04,19.4,0.0,0.26,0.9,7.0,18.5,23.0,0.2,0.3,0.14,7.3,3.0,140.0,0.08,0.039,0.8,0.01,ALA,0.0,20.0,0.0
121,33.1,92.2,0.0,1.3,4.2,0.0,4.2,0.0,1.5,0.9,0.3,0.0,0.3,0.0,539.0,0.0,3236.0,0.0,0.8,17.0,0.04,0.03,1.1,0.28,23.7,0.0,0.08,0.0,139.0,11.9,22.0,0.37,0.78,0.14,12.8,4.0,160.0,0.1,0.01,0.1,0.01,ALA,0.0,85.0,0.0
122,19.7,95.2,0.0,0.63,1.6,0.07,1.5,0.0,1.8,0.8,0.3,0.1,0.3,0.0,32.8,0.0,197.0,0.0,0.87,11.0,0.01,0.02,0.23,0.27,25.1,0.0,0.06,0.0,107.0,11.3,19.0,0.49,0.17,0.12,10.5,4.0,120.0,0.13,0.02,0.0,0.01,ALA,0.0,70.0,0.0
123,29.2,92.0,0.0,2.2,3.3,0.12,3.1,0.0,2.3,0.29,0.078,0.013,0.18,0.0,123.0,0.0,739.0,0.0,0.53,47.0,0.086,0.068,0.77,0.26,103.0,0.0,0.14,1.6,26.0,63.0,48.0,0.81,8.6,0.31,16.0,4.4,267.0,0.19,0.053,0.76,0.02,ALA,0.0,45.0,0.0
124,32.1,91.4,0.0,1.7,4.1,0.09,4.0,0.0,2.4,0.45,0.1,0.047,0.3,0.0,64.2,0.0,385.0,0.0,0.2,70.0,0.15,0.02,0.8,0.17,75.0,0.0,0.21,0.1,49.0,52.0,41.0,0.7,2.0,0.3,8.0,5.0,270.0,0.2,0.02,1.0,0.03,ALA,0.0,55.0,0.0
125,22.2,94.0,0.0,0.88,3.5,0.1,3.4,0.0,1.4,0.21,0.037,0.025,0.1,0.0,217.0,0.0,1302.0,0.0,0.89,5.7,0.07,0.04,0.9,0.13,28.8,0.0,0.28,1.5,26.6,10.6,24.0,0.7,2.2,0.16,8.3,9.0,242.0,0.11,0.058,0.99,0.01,ALA,0.0,60.0,0.0
126,33.0,92.0,0.0,0.8,5.0,0.03,3.0,0.0,1.3,0.8,0.018,0.019,0.053,0.0,132.0,0.0,792.0,0.0,1.2,0.0,0.06,0.04,1.0,0.14,17.0,0.0,0.0,0.0,28.0,11.0,30.0,0.4,2.0,0.2,11.0,13.0,290.0,0.0,0.0,0.0,0.01,ALA,0.0,65.0,0.0
127,15.0,96.2,0.0,0.0,3.8,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,8.0,0.0,0.15,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,30.0,0.0
128,16.7,95.6,0.0,0.76,3.0,0.1,2.8,0.0,0.6,0.05,0.0066,0.0075,0.02,0.0,70.5,0.0,423.0,0.0,1.0,4.0,0.056,0.026,0.77,0.11,13.0,0.0,0.2,2.5,15.0,15.0,16.0,0.56,2.0,0.086,9.5,4.8,236.0,0.007,0.12,0.6,0.01,ALA,0.0,50.0,0.0
129,24.3,93.9,0.0,0.63,4.8,0.0,4.8,0.0,0.62,0.15,0.027,0.007,0.071,0.0,437.0,0.0,2622.0,0.0,0.56,15.0,0.06,0.06,0.77,0.2,4.0,0.0,0.23,0.0,3.8,27.0,31.0,0.5,7.0,0.0,13.0,52.0,219.0,0.13,0.046,0.6,0.0,N/A,0.0,20.0,0.0
130,341.0,31.0,0.0,4.6,50.7,12.7,38.0,15.2,0.5,13.2,0.9,7.6,2.1,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.05,0.1,1.1,0.02,8.0,0.0,0.26,0.0,0.0,49.0,168.0,0.8,0.0,0.7,63.0,3.0,186.0,0.086,0.45,4.2,0.05,ALA,0.5,80.0,0.0
131,619.0,1.5,0.0,30.1,13.6,6.5,7.1,2.8,7.0,47.8,9.5,26.4,10.3,0.0,0.0,0.0,0.0,0.0,5.0,0.8,0.12,0.1,18.0,0.58,53.0,0.0,0.81,94.0,0.0,74.0,393.0,1.9,0.0,3.0,180.0,120.0,820.0,1.7,0.7,3.0,0.05,ALA,0.5,80.0,0.0
132,259.0,33.6,0.0,1.0,62.2,0.0,62.2,24.9,3.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.01,0.01,0.1,0.0,0.0,0.0,0.02,0.0,0.0,4.0,6.0,0.3,0.0,0.1,3.0,1.0,90.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
133,258.0,35.1,0.0,0.32,63.2,0.0,63.2,25.3,1.2,0.2,0.01,0.11,0.0,0.0,10.0,0.0,60.0,0.0,0.13,0.5,0.04,0.022,0.1,0.02,33.0,0.0,0.02,0.0,8.8,20.0,11.0,0.49,2.7,0.06,4.0,40.0,77.0,0.04,0.1,2.0,0.0,N/A,0.0,30.0,0.0
134,30.0,91.1,0.0,0.7,5.4,1.0,4.4,2.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.04,0.06,0.1,0.06,9.0,0.0,0.02,0.0,5.7,13.9,19.7,0.41,2.7,0.08,9.8,50.0,238.0,0.04,0.1,2.0,0.0,N/A,0.0,30.0,0.0
135,251.0,38.0,0.0,0.38,60.9,0.9,60.0,24.4,0.55,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1.1,0.024,0.013,0.1,0.01,6.0,0.0,0.1,0.0,19.6,12.0,16.0,0.22,2.7,0.05,7.1,7.0,110.0,0.08,0.05,2.0,0.0,N/A,0.0,30.0,0.0
136,251.0,36.9,0.0,0.31,59.6,0.0,59.6,23.8,2.6,0.63,0.03,0.33,0.0,0.0,21.0,0.0,126.0,0.0,0.0,0.5,0.01,0.02,1.9,0.02,33.0,0.0,0.02,0.0,20.0,39.0,8.6,1.0,2.7,0.1,30.0,10.0,344.0,0.04,0.1,2.0,0.0,N/A,0.0,30.0,0.0
